ID,Comentario de Cliente,temática
3513,"Hola, cuál es el horario del líder que está en general Velasquez de estación central? Según la página dice hasta 21:00hrs, pero un fin de semana fui un poco antes y ya estaba cerrado","
Horario de atención de un líder en Wallmart."
3519,"Hola buenas, sabe que hoy fui al líder exprés de castro y nos salió un producto malo y nosotros somos de Ancud Una paquete de salchichas de 20 Un* Tiene un olor muy desagradable Cómo me pueden ayudar.","
Calidad de los productos de Walmart."
3526,"Hola, aun intento comprar por lo página, y no me acepta la dirección, la ingreso de nuevo, y me dice que no tengo cobertura. Vivo al lado del mall quilin, y he hecho varias compras por la pàgina ya.  Aún podrìa haber problemas por la actulaizacion que me mencionaste ayer. Gracias","
Problemas al realizar compras en línea en Wallmart."
3527,@LIDERcl Hasta cuando tengo que esperar mi devolución de un pedido que uds anularon porque no tenían sistema. Estoy desde febrero esperando. @LIDERcl Hasta cuando tengo que esperar mi devolución de un pedido que uds anularon porque no tenían sistema. Estoy desde febrero esperando. Además lo único que hacen es ingresar requerimientos y no dan más respuestas @SERNAC @LIDERcl Hasta cuando tengo que esperar mi devolución de un pedido que uds anularon porque no tenían sistema. Estoy desde febrero esperando. Cansada que solo ingresen requerimientos. Y mi dinero? Cuanto más tengo que esperar @SERNAC,"

El cliente está molesto por la demora en la devolución de un pedido anulado por falta de sistema en el que lleva esperando desde febrero. Está cansado de que solo se ingresen requerimientos y pregunta cuánto más tendrá que esperar para recuperar su dinero."
3536,Vivo en chillan y no llega a mi casa. Publicidad engañosa!!,"

Publicidad engañosa."
3537,Buenos días . Realice una compra el día sábado 5 de un computador . Con compromiso de entrega para el martes 8 . No llegó . Mi número de reclamo es 4126520. Necesito que se contacten conmigo a la brevedad para solucionar este problema.,"
Reclamo por retraso en entrega de compra."
3549,"@LIDERcl Hice una compra el 18 de Feb. Tenia entrega para ayer. Me llaman para avisarme que estan armando el pedido. No llegan, hacen perder la tarde. Llamo al Callcenter y me dicen que con el reclamo se comunicaran hoy durante el dia. Aun nada, y al parecer ni comienzan. https://t.co/OVzXvKnMHe","

Experiencia de compra insatisfactoria en Wallmart."
3550,Buenos días Quiero saber el estado de mi compra que realice por Internet 50031064654,"
Consulta de estado de compra."
3552,"El día 04-03 realicé una compra por 80.314$ la maquina me dio la opción de canjear mis puntos y acepté. Tenía 4.185 puntos acumulados según mi última boleta y se me fueron descontados los puntos sin canjear nada. El valor que pagué fue el mismo  que correspondía. Es decir, me robaron mis puntos 🤬🤬🤬","

Fraude o robo de puntos."
3555,"@vanecalata29 @LIDERcl A que hora tienes hora para retirar el pedido?Por lo general lo preparan el mismo día de la entrega, no te envían boleta aun por que puede que algunos productos estén sin stock y te los reemplacen por otros","
Pregunta sobre el proceso de entrega de un pedido."
3556,Exacto casi nada de productos a mil pesos y algunos ultra mini antes eran muy buenos ahora desilucionan no llego casi nada de promociones,"
Promociones de Wallmart."
3558,"Ayer mi compra fue un fiasco, 2 productos con fecha de vencimiento correctas venían con hongos o en mal estado, no voy más","
Calidad de los productos de Wallmart."
3559,Hola en que pagina  puedo ver los productos a mil soy de Arica y voy a la pagina y no veo ningún producto a mil para no ir demás.,"
Disponibilidad de productos en la página web de Wallmart."
3565,"Hola compré arroz marca a cuenta y tenian gusanos vivos en paquetes sellados, me diriji a servicio al cliente y solo me devolvieron el dinero, no hubo ningún tipo de compensación por el mal rato, pese a que genere reclamo cas-4081664","
Mala experiencia con producto comprado en Walmart."
3566,"MEDIA_MESSAGE MEDIA_MESSAGE Hola buenas noches ! Fui a comprar al líder Puerto Montt y me encuentro con una mosca arriba del pan Lo encuentro insólito!! Como va a haber una mosca en nuestro alimento además de que el pan que había en ese supermercado, claramente no estaba fresco ( y eran las 4 de la tarde ) Espero puedan mejorar su calidad para brindar el tan anhelado servicio que ustedes ofrecen","
Calidad de los alimentos en el supermercado Wallmart."
3573,"@LIDERcl  consulta que tienen que ver productos de más de 1.000 en la sección productos a mil? Error de valores, mal filtrado de la página,les consulto porque no es la primera vez. https://t.co/DIwjno4bip","
Error de valores en la sección de productos a mil en Lider."
3574,"No compren por internet, ni tampoco por la aplicación, los pedidos no llegan ni tampoco devuelven la plata","
Experiencia de compra en Wallmart."
3580,"3 meses esperando que me hagan nota de crédito  por una bicicleta que compre y  llego rota, pésima experiencia líder.cl , nadie responde ni se hace cargo en caso de fallas nunca más líder.cl","
Mala experiencia con Líder.cl."
3589,"Horrible servicio! Compré un producto en octubre el despacho no llego en la fecha acordada! En enero preferí la nota de crédito a reagendar, resulta que dicha nota parece aprobada desde el 14 de enero pero aún no recibo la devolución de mi dinero!!! Llamo y llamo y solo recibo disculpas y generar insistencia a través de reclamos!!! NO recomiendo para NADA","
Mala experiencia de servicio al cliente de Wallmart."
3606,@Fernandogomezm @newtaker @LIDERcl Ah pero los productos a luca y la wea? Hijos de puta,"

Insatisfacción con los productos de Walmart."
3618,"Mentira lo del despacho gratis, compre mucho más de 15 mil y me estaban cobrando despacho 🤦‍♀️ el gusto de engañar a la gente","

El engaño de Wallmart al cobrar despacho aun siendo superior al monto exigido para ofrecerlo gratis."
3622,Hasta cuando esta la promo del @LIDERcl a luca?,"
Promociones de Lider."
3623,En osorno pasa exactamente lo mismo pasillos vacíos y sin mercadería...no existe productos a 1.000 si no hay nada,"
Falta de mercadería en Wallmart Osorno."
3630,Las ofertas de mil productos a luca es afuera de chiloe porque aqui en castro conte no hay mas de 100 productos.,"

Disconformidad con la oferta de productos en la tienda de Castro, Chile."
3636,Compre con esta fecha unas papas fritas en el local de Limache y estaban incomibles. Con un sabor extraño y una textura terrible. Debieran hacer un mejor control de calidad respecto de algunos de sus productos preparados.,"
Calidad de los productos preparados de Wallmart."
3644,Hola mire lo que pasa es que el pollo que compre me salió malo y lo compré en otra sucursal ya y acá cerca de mi casa tengo otra sucursal quisiera saber si se podría realizar el cambio en la sucursal que me queda más cerca,"
Reclamo por producto dañado."
3645,@LIDERcl ¿cómo es posible que si no entregan todos los productos que compraste debas esperar 15 días por el dinero? Se compra comida Sres.,"
Reclamo por entrega incompleta de productos."
3650,Mas que productos de primera necesidad son ofertas a mil para desprenderce de esos productos que nadie compra ..,"

Las ofertas de productos de Wallmart."
3652,@Metallyzed @LIDERcl @salamancalagos1 @SERNAC Si ya lo abri el primer dia que vencio el@plazo maximo de espera de pago de mi devolución,"
Devolución de un pago."
3654,"@LIDERcl Aún me tienen esperando un pedido que debió llegar ayer, nadie se hace cargo, nadie contesta. Son unos irresponsables. Necesito que me confirmen si le despacharan o no los productos.","
Reclamo por un pedido no recibido."
3660,hola saben que acabo de comprar pollo en líder de santa amalia y me acabo de dar cuenta que tiene un olor asqueroso y además está a punto de vencer no puede ser posible que vendan cosas que están a punto de vencer,"

Calidad de los productos de Wallmart."
3662,"@luiscister @FranciscoLing26 @LIDERcl Ami me vendieron un pan con hongos, me dijeron que fuera a atención cliente y me devolverían el dinero o cambio, fui a atención cliente y me trataron pésimo hasta groserías, reclame y nunca pasó nada, ahora voy a tomar acciones legales, tengo hasta el video","
Mala atención al cliente en Wallmart."
3663,"Katalina Pazcal ok, yo siempre compro y cuando pasas a la fecha, sale la del día que viene, compro hace dos años app y ahora la opción más cercana es de dos días. Debe ser porque estamos llegando a marzo y están las ofertas a 1000. Gracias","
Ofertas de Wallmart."
3665,"Desde el 21 febrero hice pedido por internet N 9739408421 y no llego en el rango de hora acordado que era el día 22 de 13 a 15 HRS.llame para ver a qué hora llegaría e indicaron que solo salía EN CAMINO que no podían dar un horario específico,espere hasta las 16.30 y llego a las 17 HRS y obvio no había nadie.Desde allí presente reclamos y más de 12 llamadas y los ejecutivos indican ya se hizo el requerimiento al depto.correspondiente y se puso una incidencia y nada a la fecha ni un llamado ni Nadaaa. Alguna solución quiero mis productos FAVOOR como tanta incompetencia sin eficacia y menos eficiencia","

Reclamo de servicio de Wallmart."
3667,"Estimado líder Realice una compra  por su app  y pedí despacho para el.dia domingo en el cual no llego me dijeron q para el  día martes 1 de marzo tendría mis productos   aun no llega  me realizaron una solicitud  en el cual  hoy tendría respuesta , aun no se han contactado conmigo !!! Mala experiencia en el servicio y en su app poco confiable !  Más aun q tengo que dejar de hacer mis cosas para esperar una compra que no llega más de 3 días! Es inaceptable","
Mala experiencia con el servicio y la app de Wallmart."
3668,porque no se preocupan de viajar los precios mejor y hoy fui todo a mil ponen puras porquerías donde estan los aceites el arroz los fideos etcétera cosas que realmente ayuden no puras golosinas preocupen ce de eso mejor y no en tonteras,"

Precios y calidad de los productos en Walmart."
3672,Siempre voy al líder pero se están pasando no había ninguna oferta a mil y ni hablar de los precios por la nubes  se pasaron y ni hablar del impuesto que te imponen   cuando vas a pagar de verdad que se pasan  Los grandes empresarios nunca van a perder y se aprovechan de la necesidad de las personas,"

La desigualdad económica y el abuso de poder de los grandes empresarios."
3674,"@AlvealXimena @Black_Valmont @LIDERcl Tuviste suerte, a mi me cagaron con 25 lucas, esa no fue la primera vez pero sí la última.Nunca más https://t.co/9luWSzuHYV sus controles son tan malos que por eso roban y a uno no le llega la totalidad de la compra","

La mala experiencia de un cliente con Walmart, debido a los controles de calidad ineficientes que permiten el robo de productos."
3674,"@AlvealXimena @Black_Valmont @LIDERcl Tuviste suerte, a mi me cagaron con 25 lucas, esa no fue la primera vez pero sí la última.Nunca más https://t.co/9luWSzuHYV sus controles son tan malos que por eso roban y a uno no le llega la totalidad de la compra","

Mala experiencia de compra en Wallmart."
3675,Buenas Hoy me llegaba mi pedido y no llego y no avisaron ni nada No hay canal de atencion En resumen una porqueria de servicio Sin atencion mas encima,"
Calidad del servicio de Wallmart."
